year,thesis,length,shoot1yo,length1yo,rank1yo,c,v,m,b,#oss,year,shoot1yo,rank1yo,#newshoots,dead buds
2020,AUTOR,Lo,110,33,1,0,0,0,1,1,2021,110,1,0,-1
2020,AUTOR,Lo,110,33,2,0,0,0,1,1,2021,110,2,0,-1
2020,AUTOR,Lo,110,33,3,0,0,0,1,1,2021,110,3,0,-1
2020,AUTOR,Lo,110,33,4,1,3,0,0,4,2021,110,4,2,-2
2020,AUTOR,Lo,110,33,5,1,1,2,0,4,2021,110,5,2,-2
2020,AUTOR,Lo,110,33,6,0,0,1,0,1,2021,110,6,1,0
2020,AUTOR,Lo,110,33,7,0,0,1,0,1,2021,110,7,1,0
2020,AUTOR,Lo,110,33,8,0,0,1,0,1,2021,110,8,1,0
2020,AUTOR,Lo,110,33,9,0,0,1,0,1,2021,110,9,1,0
2020,AUTOR,Lo,110,33,10,0,0,1,0,1,2021,110,10,1,0
2020,AUTOR,Lo,110,33,11,0,0,1,0,1,2021,110,11,1,0
2020,AUTOR,Lo,110,33,12,0,0,1,0,1,2021,110,12,1,0
2020,AUTOR,Lo,110,33,13,0,0,1,0,1,2021,110,13,1,0
2020,AUTOR,Lo,110,33,14,0,0,1,0,1,2021,110,14,1,0
2020,AUTOR,Lo,110,33,15,0,1,0,0,1,2021,110,15,1,0
2020,AUTOR,Lo,110,33,16,2,1,0,0,1,2021,110,16,1,0
2020,AUTOR,VLo,111,43,1,0,0,0,1,1,2021,111,1,1,0
2020,AUTOR,VLo,111,43,2,0,0,0,1,1,2021,111,2,0,-1
2020,AUTOR,VLo,111,43,3,0,0,0,1,1,2021,111,3,0,-1
2020,AUTOR,VLo,111,43,4,0,0,0,1,1,2021,111,4,0,-1
2020,AUTOR,VLo,111,43,5,0,1,0,0,1,2021,111,5,0,-1
2020,AUTOR,VLo,111,43,6,0,1,0,0,1,2021,111,6,0,-1
2020,AUTOR,VLo,111,43,7,4,2,0,0,3,2021,111,7,0,-3
2020,AUTOR,VLo,111,43,8,2,2,2,0,5,2021,111,8,0,-5
2020,AUTOR,VLo,111,43,9,0,1,0,0,1,2021,111,9,2,1
2020,AUTOR,VLo,111,43,10,0,1,0,0,1,2021,111,10,2,1
2020,AUTOR,VLo,111,43,11,0,0,1,0,1,2021,111,11,1,0
2020,AUTOR,VLo,111,43,12,0,0,1,0,1,2021,111,12,1,0
2020,AUTOR,VLo,111,43,13,0,0,1,0,1,2021,111,13,1,0
2020,AUTOR,VLo,111,43,14,0,0,1,0,1,2021,111,14,1,0
2020,AUTOR,VLo,111,43,15,0,0,1,0,1,2021,111,15,1,0
2020,AUTOR,VLo,111,43,16,0,0,1,0,1,2021,111,16,1,0
2020,AUTOR,VLo,111,43,17,0,1,0,0,1,2021,111,17,1,0
2020,AUTOR,VLo,111,43,18,0,1,0,0,1,2021,111,18,1,0
2020,AUTOR,VLo,111,43,19,0,1,0,0,1,2021,111,19,1,0
2020,AUTOR,VLo,111,43,20,4,0,0,0,1,2021,111,20,2,1
2020,AUTOR,Me,112,10.5,1,0,0,0,1,1,2021,,,,
2020,AUTOR,Me,112,10.5,2,0,0,0,1,1,2021,,,,
2020,AUTOR,Me,112,10.5,3,0,0,0,1,1,2021,,,,
2020,AUTOR,Me,112,10.5,4,0,0,0,1,1,2021,,,,
2020,AUTOR,Me,112,10.5,5,3,0,3,0,4,2021,,,,
2020,AUTOR,Me,112,10.5,6,1,2,1,0,4,2021,,,,
2020,AUTOR,Me,112,10.5,7,1,2,0,0,3,2021,,,,
2020,AUTOR,Sh,113,1.5,1,4,1,0,0,2,2021,,,,
2020,AUTOR,Sh,114,2,1,0,1,0,0,1,2021,,,,
2020,AUTOR,Sh,114,2,2,0,0,1,0,1,2021,,,,
2020,AUTOR,Sh,115,4.8,1,0,1,0,0,1,2021,115,1,1,0
2020,AUTOR,Sh,115,4.8,2,0,0,1,0,1,2021,115,2,1,0
2020,AUTOR,Sh,115,4.8,3,1,1,0,0,2,2021,115,3,1,-1
2020,AUTOR,Sh,115,4.8,4,2,1,1,0,3,2021,115,4,1,-2
2020,AUTOR,Lo,116,38.5,1,0,1,0,0,1,2021,116,1,0,-1
2020,AUTOR,Lo,116,38.5,2,0,0,1,0,1,2021,116,2,1,0
2020,AUTOR,Lo,116,38.5,3,0,0,1,0,1,2021,116,3,1,0
2020,AUTOR,Lo,116,38.5,4,0,0,0,1,1,2021,116,4,0,-1
2020,AUTOR,Lo,116,38.5,5,4,2,1,0,4,2021,116,5,2,-2
2020,AUTOR,Lo,116,38.5,6,0,0,1,0,1,2021,116,6,1,0
2020,AUTOR,Lo,116,38.5,7,0,0,1,0,1,2021,116,7,1,0
2020,AUTOR,Lo,116,38.5,8,0,0,1,0,1,2021,116,8,1,0
2020,AUTOR,Lo,116,38.5,9,0,0,1,0,1,2021,116,9,1,0
2020,AUTOR,Lo,116,38.5,10,0,0,1,0,1,2021,116,10,1,0
2020,AUTOR,Lo,116,38.5,11,0,0,1,0,1,2021,116,11,1,0
2020,AUTOR,Lo,116,38.5,12,0,0,1,0,1,2021,116,12,1,0
2020,AUTOR,Lo,116,38.5,13,1,1,0,0,2,2021,116,13,1,-1
2020,AUTOR,VLo,117,43.5,1,0,1,0,0,1,2021,117,1,1,0
2020,AUTOR,VLo,117,43.5,2,0,1,0,0,1,2021,117,2,1,0
2020,AUTOR,VLo,117,43.5,3,0,1,0,0,1,2021,117,3,1,0
2020,AUTOR,VLo,117,43.5,4,0,1,0,0,1,2021,117,4,1,0
2020,AUTOR,VLo,117,43.5,5,0,1,0,0,1,2021,117,5,1,0
2020,AUTOR,VLo,117,43.5,6,0,1,0,0,1,2021,117,6,1,0
2020,AUTOR,VLo,117,43.5,7,2,1,3,0,5,2021,117,7,2,-3
2020,AUTOR,VLo,117,43.5,8,4,1,3,0,5,2021,117,8,2,-3
2020,AUTOR,VLo,117,43.5,9,0,1,0,0,1,2021,117,9,1,0
2020,AUTOR,VLo,117,43.5,10,0,1,0,0,1,2021,117,10,1,0
2020,AUTOR,VLo,117,43.5,11,0,0,1,0,1,2021,117,11,1,0
2020,AUTOR,VLo,117,43.5,12,0,0,1,0,1,2021,117,12,1,0
2020,AUTOR,VLo,117,43.5,13,0,0,1,0,1,2021,117,13,1,0
2020,AUTOR,VLo,117,43.5,14,0,0,1,0,1,2021,117,14,1,0
2020,AUTOR,VLo,117,43.5,15,0,0,1,0,1,2021,117,15,1,0
2020,AUTOR,VLo,117,43.5,16,0,0,1,0,1,2021,117,16,1,0
2020,AUTOR,VLo,117,43.5,17,0,1,0,0,1,2021,117,17,1,0
2020,AUTOR,VLo,117,43.5,18,0,2,0,0,2,2021,117,18,1,-1
2020,AUTOR,Sh,118,2,1,0,1,0,0,1,2021,118,1,0,-1
2020,AUTOR,Sh,118,2,2,0,2,2,0,4,2021,118,2,2,-2
2020,AUTOR,Me,119,7,1,0,1,0,0,1,2021,,,,
2020,AUTOR,Me,119,7,2,0,1,0,0,1,2021,,,,
2020,AUTOR,Me,119,7,3,0,0,1,0,1,2021,,,,
2020,AUTOR,Me,119,7,4,0,0,1,0,1,2021,,,,
2020,AUTOR,Me,119,7,5,0,1,0,0,1,2021,,,,
2020,AUTOR,Me,119,7,6,2,0,0,0,1,2021,,,,
2020,AUTOR,VLo,120,40.5,1,0,1,0,0,1,2021,,,,
2020,AUTOR,VLo,120,40.5,2,0,1,0,0,1,2021,,,,
2020,AUTOR,VLo,120,40.5,3,0,1,0,0,1,2021,,,,
2020,AUTOR,VLo,120,40.5,4,0,0,1,0,1,2021,,,,
2020,AUTOR,VLo,120,40.5,5,1,1,2,0,4,2021,,,,
2020,AUTOR,VLo,120,40.5,6,1,0,3,0,4,2021,,,,
2020,AUTOR,VLo,120,40.5,7,0,0,1,0,1,2021,,,,
2020,AUTOR,VLo,120,40.5,8,0,0,1,0,1,2021,,,,
2020,AUTOR,VLo,120,40.5,9,5,2,0,0,3,2021,,,,
2020,AUTOR,VLo,120,40.5,10,0,0,1,0,1,2021,,,,
2020,AUTOR,VLo,120,40.5,11,0,0,1,0,1,2021,,,,
2020,AUTOR,VLo,120,40.5,12,0,0,1,0,1,2021,,,,
2020,AUTOR,VLo,120,40.5,13,0,0,1,0,1,2021,,,,
2020,AUTOR,VLo,120,40.5,14,0,0,1,0,1,2021,,,,
2020,AUTOR,VLo,120,40.5,15,0,0,1,0,1,2021,,,,
2020,AUTOR,VLo,120,40.5,16,0,2,1,0,3,2021,,,,
