"tesi","Length","Diam","class","shoot","Tree","Length.node.","rank_node","normal_distance","median_distance","distance_abs","c","v","m","cl","nu","b","tot_buds","fate","new_shoots","from_","length2yo.cm.","length.newshoots","X.nodes2yo","c.1","v.1","m.1","cic.1","cl.1","B.1"
"AUTOR",35,5,"Lo",29,8,13,5,0.15,-2,2,1,1,1,0,0,0,4,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",35,5,"Lo",29,8,13,6,0.08,-1,1,1,0,0,1,2,0,2,"M",1,"SYL",5,"Sh",6,0,0,0,1,0,5
"AUTOR",35,5,"Lo",29,8,13,6,0.08,-1,1,0,0,1,0,0,0,2,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",35,5,"Lo",29,8,13,7,0,0,0,1,2,0,0,0,0,4,"V",1,"SYL",1,"Sh",2,0,2,0,0,0,0
"AUTOR",35,5,"Lo",29,8,13,7,0,0,0,1,2,0,0,0,0,4,"V",1,"SYL",3,"Sh",4,1,0,0,0,0,3
"AUTOR",35,5,"Lo",29,8,13,7,0,0,0,0,3,0,0,0,0,4,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",35,5,"Lo",29,8,13,7,0,0,0,1,2,0,0,0,0,4,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",35,5,"Lo",29,8,13,8,0.08,1,1,1,1,0,0,0,0,3,"M",1,"SYL",3,"Sh",3,0,2,0,1,0,1
"AUTOR",35,5,"Lo",29,8,13,8,0.08,1,1,1,0,1,0,0,0,3,"V",1,"SYL",2,"Sh",4,0,2,0,0,0,2
"AUTOR",35,5,"Lo",29,8,13,8,0.08,1,1,0,1,1,0,0,0,3,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",35,5,"Lo",29,8,13,9,0.15,2,2,1,1,1,0,0,0,4,"V",1,"SYL",2.5,"Sh",4,0,3,0,0,0,1
"AUTOR",35,5,"Lo",29,8,13,9,0.15,2,2,1,1,1,0,0,0,4,"V",1,"SYL",2,"Sh",3,0,3,0,0,0,1
"AUTOR",35,5,"Lo",29,8,13,9,0.15,2,2,0,2,1,0,0,0,4,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",35,5,"Lo",29,8,13,9,0.15,2,2,1,2,0,1,3,0,4,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",35,5,"Lo",29,8,13,10,0.23,3,3,1,0,0,0,0,0,2,"V",1,"SYL",3,"Sh",4,0,3,0,1,0,2
"AUTOR",35,5,"Lo",29,8,13,10,0.23,3,3,0,1,0,0,0,0,2,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",35,5,"Lo",29,8,13,11,0.31,4,4,0,0,0,0,0,0,1,"M",1,"PROL",3,"Sh",1,0,0,0,1,0,0
"AUTOR",35,5,"Lo",29,8,13,12,0.38,5,5,0,2,0,0,0,0,3,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",35,5,"Lo",29,8,13,12,0.38,5,5,1,1,0,0,0,0,3,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",35,5,"Lo",29,8,13,12,0.38,5,5,1,1,0,0,0,0,3,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",35,5,"Lo",29,8,13,13,0.46,6,6,0,0,0,0,0,0,1,"V",1,"PROL",1,"Sh",0,0,0,0,0,0,0
"AUTOR",49.6,6.64,"VLo",30,8,17,1,0.47,-8,8,0,0,0,0,0,0,1,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",49.6,6.64,"VLo",30,8,17,2,0.41,-7,7,0,0,0,0,0,0,1,"B",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",49.6,6.64,"VLo",30,8,17,3,0.35,-6,6,0,0,0,1,1,0,1,"M",1,"PROL",3.5,"Sh",5,0,3,0,0,0,2
"AUTOR",49.6,6.64,"VLo",30,8,17,4,0.29,-5,5,0,0,0,0,0,0,1,"C",1,"SYL",4,"Sh",3,1,2,0,0,0,0
"AUTOR",49.6,6.64,"VLo",30,8,17,5,0.24,-4,4,1,2,2,1,1,0,6,"M",1,"SYL",1,"Sh",3,0,1,0,1,0,2
"AUTOR",49.6,6.64,"VLo",30,8,17,5,0.24,-4,4,1,1,3,0,0,0,6,"V",1,"SYL",4,"Sh",4,0,4,0,0,0,1
"AUTOR",49.6,6.64,"VLo",30,8,17,5,0.24,-4,4,0,2,3,0,0,0,6,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",49.6,6.64,"VLo",30,8,17,5,0.24,-4,4,1,1,3,0,0,0,6,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",49.6,6.64,"VLo",30,8,17,5,0.24,-4,4,1,2,2,0,0,0,6,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",49.6,6.64,"VLo",30,8,17,5,0.24,-4,4,1,2,2,0,0,0,6,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",49.6,6.64,"VLo",30,8,17,6,0.18,-3,3,0,0,0,0,0,0,1,"V",1,"PROL",4,"Sh",4,0,3,0,0,0,2
"AUTOR",49.6,6.64,"VLo",30,8,17,7,0.12,-2,2,0,0,0,1,3,0,1,"M",1,"PROL",4,"Sh",5,0,3,0,0,0,2
"AUTOR",49.6,6.64,"VLo",30,8,17,8,0.06,-1,1,0,0,0,1,1,0,1,"M",1,"PROL",6,"Me",7,0,4,0,1,0,2
"AUTOR",49.6,6.64,"VLo",30,8,17,9,0,0,0,0,0,0,1,3,0,1,"M",1,"PROL",5,"Sh",6,0,4,0,1,0,3
"AUTOR",49.6,6.64,"VLo",30,8,17,10,0.06,1,1,0,0,0,1,3,0,1,"M",1,"PROL",5,"Sh",5,0,4,0,1,0,2
"AUTOR",49.6,6.64,"VLo",30,8,17,11,0.12,2,2,0,0,0,1,3,0,1,"M",1,"PROL",3,"Sh",4,0,3,0,1,0,2
"AUTOR",49.6,6.64,"VLo",30,8,17,12,0.18,3,3,0,0,0,1,3,0,1,"M",1,"PROL",3.5,"Sh",3,0,4,0,1,0,0
"AUTOR",49.6,6.64,"VLo",30,8,17,13,0.24,4,4,0,0,0,1,5,0,1,"M",1,"PROL",5,"Sh",5,0,3,0,1,0,2
"AUTOR",49.6,6.64,"VLo",30,8,17,14,0.29,5,5,0,0,0,0,0,0,1,"V",1,"PROL",6,"Me",6,3,3,0,0,0,3
"AUTOR",49.6,6.64,"VLo",30,8,17,15,0.35,6,6,0,0,0,0,0,0,1,"V",1,"PROL",8,"Me",6,3,2,0,0,0,3
"AUTOR",49.6,6.64,"VLo",30,8,17,16,0.41,7,7,0,0,0,0,0,0,1,"V",1,"PROL",8,"Me",6,0,2,0,1,0,3
"AUTOR",49.6,6.64,"VLo",30,8,17,17,0.47,8,8,0,1,0,0,0,0,2,"V",1,"PROL",12,"Me",11,7,3,2,0,0,8
"AUTOR",49.6,6.64,"VLo",30,8,17,17,0.47,8,8,0,1,0,0,0,0,2,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",3,2.63,"Sh",31,8,4,1,0.38,-1.5,1.5,0,0,0,0,0,0,1,"B",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",3,2.63,"Sh",31,8,4,2,0.12,-0.5,0.5,1,0,0,0,0,0,2,"V",1,"SYL",3,"Sh",3,1,1,0,0,0,2
"AUTOR",3,2.63,"Sh",31,8,4,2,0.12,-0.5,0.5,0,1,0,0,0,0,2,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",3,2.63,"Sh",31,8,4,3,0.12,0.5,0.5,0,1,0,0,0,0,2,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",3,2.63,"Sh",31,8,4,3,0.12,0.5,0.5,1,0,0,0,0,0,2,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",3,2.63,"Sh",31,8,4,4,0.38,1.5,1.5,0,0,0,0,0,0,1,"V",1,"PROL",3,"Sh",4,0,2,1,1,0,1
"AUTOR",15.6,3.28,"Me",32,8,8,1,0.44,-3.5,3.5,0,0,0,0,0,0,1,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",15.6,3.28,"Me",32,8,8,2,0.31,-2.5,2.5,0,1,0,0,0,0,2,"C",1,"SYL",2,"Sh",3,1,1,0,0,0,2
"AUTOR",15.6,3.28,"Me",32,8,8,2,0.31,-2.5,2.5,1,0,0,0,0,0,2,"V",1,"SYL",2,"Sh",3,0,1,0,0,0,2
"AUTOR",15.6,3.28,"Me",32,8,8,3,0.19,-1.5,1.5,1,2,1,0,0,0,5,"M",1,"SYL",2,"Sh",4,0,1,0,2,0,1
"AUTOR",15.6,3.28,"Me",32,8,8,3,0.19,-1.5,1.5,0,2,2,0,0,0,5,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",15.6,3.28,"Me",32,8,8,3,0.19,-1.5,1.5,1,1,2,0,0,0,5,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",15.6,3.28,"Me",32,8,8,3,0.19,-1.5,1.5,1,1,2,0,0,0,5,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",15.6,3.28,"Me",32,8,8,3,0.19,-1.5,1.5,1,2,1,0,0,0,5,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",15.6,3.28,"Me",32,8,8,4,0.06,-0.5,0.5,0,0,0,0,0,0,1,"M",1,"PROL",3,"Sh",4,0,3,0,1,0,2
"AUTOR",15.6,3.28,"Me",32,8,8,5,0.06,0.5,0.5,0,0,0,1,2,0,1,"M",1,"PROL",3.5,"Sh",4,0,2,0,1,0,2
"AUTOR",15.6,3.28,"Me",32,8,8,6,0.19,1.5,1.5,0,0,0,0,0,0,1,"M",1,"PROL",2,"Sh",4,0,2,0,0,0,2
"AUTOR",15.6,3.28,"Me",32,8,8,7,0.31,2.5,2.5,0,0,0,0,0,0,1,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",15.6,3.28,"Me",32,8,8,8,0.44,3.5,3.5,0,0,0,1,3,0,1,"M",1,"PROL",2,"Sh",1,0,0,0,1,0,0
"AUTOR",4,2.84,"Sh",33,8,3,1,0.33,-1,1,0,0,0,0,0,0,1,"M",1,"PROL",1,"Sh",1,0,1,0,0,0,0
"AUTOR",4,2.84,"Sh",33,8,3,2,0,0,0,0,0,0,0,0,0,1,"V",1,"PROL",3,"Sh",2,0,1,0,0,0,1
"AUTOR",4,2.84,"Sh",33,8,3,3,0.33,1,1,0,0,0,1,2,0,1,"M",1,"PROL",4,"Sh",5,0,3,0,1,0,2
"AUTOR",12.2,4.1,"Me",34,8,7,1,0.43,-3,3,0,0,0,0,0,0,1,"M",1,"PROL",1,"Sh",2,0,1,0,0,0,1
"AUTOR",12.2,4.1,"Me",34,8,7,2,0.29,-2,2,0,0,0,0,0,0,1,"V",1,"PROL",3,"Sh",4,1,3,0,0,0,2
"AUTOR",12.2,4.1,"Me",34,8,7,3,0.14,-1,1,0,0,0,1,1,0,1,"M",1,"PROL",4,"Sh",5,0,3,0,0,0,2
"AUTOR",12.2,4.1,"Me",34,8,7,4,0,0,0,0,0,0,0,0,0,1,"M",1,"PROL",3,"Sh",5,3,1,0,0,0,3
"AUTOR",12.2,4.1,"Me",34,8,7,5,0.14,1,1,1,0,3,0,0,0,5,"M",1,"SYL",2,"Sh",4,0,2,0,1,0,2
"AUTOR",12.2,4.1,"Me",34,8,7,5,0.14,1,1,1,0,3,0,0,0,5,"M",1,"SYL",3,"Sh",4,0,3,0,1,0,2
"AUTOR",12.2,4.1,"Me",34,8,7,5,0.14,1,1,0,0,4,0,0,0,5,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",12.2,4.1,"Me",34,8,7,5,0.14,1,1,1,0,3,0,0,0,5,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",12.2,4.1,"Me",34,8,7,5,0.14,1,1,1,0,3,0,0,0,5,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",12.2,4.1,"Me",34,8,7,6,0.29,2,2,1,0,2,1,6,0,4,"M",1,"SYL",2,"Sh",4,0,2,0,1,0,2
"AUTOR",12.2,4.1,"Me",34,8,7,6,0.29,2,2,0,0,3,0,0,0,4,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",12.2,4.1,"Me",34,8,7,6,0.29,2,2,1,0,2,0,0,0,4,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",12.2,4.1,"Me",34,8,7,6,0.29,2,2,1,0,2,0,0,0,4,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",12.2,4.1,"Me",34,8,7,7,0.43,3,3,0,0,0,0,0,0,1,"V",1,"PROL",6,"Me",7,4,5,3,0,0,4
"AUTOR",2,2.42,"Sh",35,8,2,1,0.25,-0.5,0.5,0,0,0,0,0,0,1,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",2,2.42,"Sh",35,8,2,2,0.25,0.5,0.5,0,0,0,1,1,0,1,"M",1,"PROL",3,"Sh",5,0,2,0,1,0,3
"AUTOR",27.6,4.84,"Lo",36,8,9,1,0.44,-4,4,0,0,0,1,1,0,1,"M",1,"PROL",3,"Sh",4,0,2,0,1,0,2
"AUTOR",27.6,4.84,"Lo",36,8,9,2,0.33,-3,3,1,0,3,0,0,0,5,"M",1,"SYL",2,"Sh",3,0,1,0,1,0,2
"AUTOR",27.6,4.84,"Lo",36,8,9,2,0.33,-3,3,1,0,3,0,0,0,5,"M",1,"SYL",2,"Sh",3,0,1,0,1,0,2
"AUTOR",27.6,4.84,"Lo",36,8,9,2,0.33,-3,3,0,0,4,0,0,0,5,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",27.6,4.84,"Lo",36,8,9,2,0.33,-3,3,1,0,3,0,0,0,5,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",27.6,4.84,"Lo",36,8,9,2,0.33,-3,3,1,0,3,0,0,0,5,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",27.6,4.84,"Lo",36,8,9,3,0.22,-2,2,1,2,0,0,0,0,4,"V",1,"SYL",2,"Sh",4,0,2,0,1,0,1
"AUTOR",27.6,4.84,"Lo",36,8,9,3,0.22,-2,2,1,2,0,0,0,0,4,"V",1,"SYL",4.5,"Sh",5,1,4,0,0,0,0
"AUTOR",27.6,4.84,"Lo",36,8,9,3,0.22,-2,2,0,3,0,0,0,0,4,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",27.6,4.84,"Lo",36,8,9,3,0.22,-2,2,1,2,0,0,0,0,4,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",27.6,4.84,"Lo",36,8,9,4,0.11,-1,1,0,0,0,1,3,0,1,"M",1,"PROL",3,"Sh",5,0,2,0,1,0,3
"AUTOR",27.6,4.84,"Lo",36,8,9,5,0,0,0,0,0,0,1,3,0,1,"M",1,"PROL",4.5,"Sh",5,0,3,0,1,0,2
"AUTOR",27.6,4.84,"Lo",36,8,9,6,0.11,1,1,0,0,0,1,4,0,1,"M",1,"PROL",5,"Sh",6,0,5,0,1,0,1
"AUTOR",27.6,4.84,"Lo",36,8,9,7,0.22,2,2,0,0,0,1,3,0,1,"M",1,"PROL",4,"Sh",4,0,2,0,1,0,2
"AUTOR",27.6,4.84,"Lo",36,8,9,8,0.33,3,3,0,0,0,1,3,0,1,"M",1,"PROL",3,"Sh",1,0,0,0,1,0,0
"AUTOR",27.6,4.84,"Lo",36,8,9,9,0.44,4,4,0,0,0,1,3,0,1,"M",1,"PROL",2,"Sh",1,0,0,0,1,0,0
"AUTOR",18.2,4.12,"Me",37,8,7,1,0.43,-3,3,0,0,0,0,0,0,1,"M",1,"PROL",3.5,"Sh",4,0,1,0,1,0,3
"AUTOR",18.2,4.12,"Me",37,8,7,2,0.29,-2,2,0,1,0,0,0,0,2,"V",1,"PROL",2,"Sh",4,0,1,0,1,0,3
"AUTOR",18.2,4.12,"Me",37,8,7,2,0.29,-2,2,0,1,0,0,0,0,2,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",18.2,4.12,"Me",37,8,7,3,0.14,-1,1,0,0,0,1,2,0,1,"M",1,"PROL",2,"Sh",4,1,1,0,0,0,3
"AUTOR",18.2,4.12,"Me",37,8,7,4,0,0,0,0,0,0,1,2,0,1,"M",1,"PROL",4,"Sh",6,0,4,0,1,0,2
"AUTOR",18.2,4.12,"Me",37,8,7,5,0.14,1,1,0,0,0,1,2,0,1,"M",1,"PROL",3,"Sh",4,0,2,0,1,0,2
"AUTOR",18.2,4.12,"Me",37,8,7,6,0.29,2,2,0,0,0,1,4,0,1,"M",1,"PROL",3,"Sh",1,0,0,0,1,0,0
"AUTOR",18.2,4.12,"Me",37,8,7,7,0.43,3,3,0,0,0,0,0,0,1,"V",1,"PROL",4.5,"Sh",6,0,3,0,1,0,3
"AUTOR",36.5,5.81,"Lo",38,8,10,1,0.45,-4.5,4.5,0,0,0,0,0,0,1,"V",1,"PROL",1,"Sh",3,0,1,0,0,0,2
"AUTOR",36.5,5.81,"Lo",38,8,10,2,0.35,-3.5,3.5,0,0,0,1,3,0,1,"M",1,"PROL",3,"Sh",6,0,4,0,1,0,2
"AUTOR",36.5,5.81,"Lo",38,8,10,3,0.25,-2.5,2.5,0,0,0,1,3,0,1,"M",1,"PROL",3.5,"Sh",5,0,2,0,0,0,3
"AUTOR",36.5,5.81,"Lo",38,8,10,4,0.15,-1.5,1.5,1,0,5,1,2,0,7,"M",1,"SYL",2.5,"Sh",4,0,2,0,1,0,2
"AUTOR",36.5,5.81,"Lo",38,8,10,4,0.15,-1.5,1.5,1,0,5,0,0,0,7,"M",1,"SYL",2,"Sh",4,0,2,0,1,0,2
"AUTOR",36.5,5.81,"Lo",38,8,10,4,0.15,-1.5,1.5,0,0,6,0,0,0,7,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",36.5,5.81,"Lo",38,8,10,4,0.15,-1.5,1.5,1,0,5,0,0,0,7,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",36.5,5.81,"Lo",38,8,10,4,0.15,-1.5,1.5,1,0,5,0,0,0,7,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",36.5,5.81,"Lo",38,8,10,4,0.15,-1.5,1.5,1,0,5,0,0,0,7,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",36.5,5.81,"Lo",38,8,10,4,0.15,-1.5,1.5,1,0,5,0,0,0,7,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",36.5,5.81,"Lo",38,8,10,5,0.05,-0.5,0.5,0,0,0,0,0,0,1,"V",1,"PROL",3,"Sh",6,0,2,0,1,0,3
"AUTOR",36.5,5.81,"Lo",38,8,10,6,0.05,0.5,0.5,0,0,0,1,3,0,1,"M",1,"PROL",4,"Sh",8,0,4,0,1,0,4
"AUTOR",36.5,5.81,"Lo",38,8,10,7,0.15,1.5,1.5,0,0,0,1,2,0,1,"M",1,"PROL",4,"Sh",5,0,3,0,1,0,2
"AUTOR",36.5,5.81,"Lo",38,8,10,8,0.25,2.5,2.5,0,0,0,1,3,0,1,"M",1,"PROL",4,"Sh",5,0,3,0,0,0,2
"AUTOR",36.5,5.81,"Lo",38,8,10,9,0.35,3.5,3.5,0,0,0,0,0,0,1,"V",1,"PROL",6,"Me",1,0,0,1,0,0,0
"AUTOR",36.5,5.81,"Lo",38,8,10,10,0.45,4.5,4.5,0,1,0,0,0,0,2,"V",1,"PROL",7,"Me",7,0,3,0,0,0,4
"AUTOR",36.5,5.81,"Lo",38,8,10,10,0.45,4.5,4.5,0,1,0,0,0,0,2,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",1,1.54,"Sh",39,8,1,1,0,0,0,0,0,0,0,0,0,1,"M",1,"PROL",4,"Sh",5,0,3,0,0,0,2
"AUTOR",18,4.46,"Me",40,9,9,1,0.44,-4,4,0,0,0,0,0,0,1,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",18,4.46,"Me",40,9,9,2,0.33,-3,3,0,0,0,0,0,0,1,"B",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",18,4.46,"Me",40,9,9,3,0.22,-2,2,0,0,0,0,0,0,1,"B",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",18,4.46,"Me",40,9,9,4,0.11,-1,1,0,0,0,0,0,0,1,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",18,4.46,"Me",40,9,9,5,0,0,0,0,1,0,0,0,0,2,"C",1,"SYL",1.2,"Sh",4,0,1,0,2,0,2
"AUTOR",18,4.46,"Me",40,9,9,5,0,0,0,1,0,0,0,0,0,2,"V",1,"SYL",0.8,"Sh",4,0,2,0,0,0,2
"AUTOR",18,4.46,"Me",40,9,9,6,0.11,1,1,1,2,0,0,0,0,4,"M",1,"SYL",1.2,"Sh",1,0,0,0,1,0,0
"AUTOR",18,4.46,"Me",40,9,9,6,0.11,1,1,1,1,1,0,0,0,4,"V",1,"SYL",0.5,"Sh",3,0,3,0,0,0,1
"AUTOR",18,4.46,"Me",40,9,9,6,0.11,1,1,0,2,1,0,0,0,4,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",18,4.46,"Me",40,9,9,6,0.11,1,1,1,1,1,0,0,0,4,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",18,4.46,"Me",40,9,9,7,0.22,2,2,0,1,0,1,3,0,2,"M",1,"PROL",4.3,"Sh",7,1,5,0,2,0,2
"AUTOR",18,4.46,"Me",40,9,9,7,0.22,2,2,0,0,1,0,0,0,2,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",18,4.46,"Me",40,9,9,8,0.33,3,3,0,0,0,0,0,0,1,"M",1,"PROL",3.2,"Sh",5,0,3,0,1,0,2
"AUTOR",18,4.46,"Me",40,9,9,9,0.44,4,4,0,0,0,1,4,0,1,"M",1,"PROL",2.3,"Sh",5,0,4,0,0,0,1
"AUTOR",5.5,3.9,"Me",41,9,6,1,0.42,-2.5,2.5,0,0,0,0,0,0,1,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",5.5,3.9,"Me",41,9,6,2,0.25,-1.5,1.5,0,0,0,0,0,0,1,"M",1,"PROL",0.5,"Sh",1,0,0,0,1,0,0
"AUTOR",5.5,3.9,"Me",41,9,6,3,0.08,-0.5,0.5,1,1,0,0,0,0,3,"V",1,"SYL",2,"Sh",5,0,2,0,1,0,3
"AUTOR",5.5,3.9,"Me",41,9,6,3,0.08,-0.5,0.5,0,2,0,0,0,0,3,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",5.5,3.9,"Me",41,9,6,3,0.08,-0.5,0.5,1,1,0,0,0,0,3,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",5.5,3.9,"Me",41,9,6,4,0.08,0.5,0.5,1,1,0,1,1,0,3,"M",1,"SYL",1.5,"Sh",4,1,1,0,1,0,2
"AUTOR",5.5,3.9,"Me",41,9,6,4,0.08,0.5,0.5,0,1,1,0,0,0,3,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",5.5,3.9,"Me",41,9,6,4,0.08,0.5,0.5,1,0,1,0,0,0,3,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",5.5,3.9,"Me",41,9,6,5,0.25,1.5,1.5,0,0,0,0,0,0,1,"M",1,"PROL",1,"Sh",3,0,1,0,1,0,2
"AUTOR",5.5,3.9,"Me",41,9,6,6,0.42,2.5,2.5,0,0,0,0,0,0,1,"M",1,"PROL",2.2,"Sh",4,0,1,0,1,0,2
"AUTOR",7,3.3,"Me",42,9,6,1,0.42,-2.5,2.5,0,0,0,0,0,0,1,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",7,3.3,"Me",42,9,6,2,0.25,-1.5,1.5,0,0,0,0,0,0,1,"B",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",7,3.3,"Me",42,9,6,3,0.08,-0.5,0.5,0,0,0,0,0,0,1,"M",1,"PROL",2.2,"Sh",5,0,3,0,1,0,2
"AUTOR",7,3.3,"Me",42,9,6,4,0.08,0.5,0.5,1,2,0,0,0,0,4,"V",1,"SYL",1.2,"Sh",4,0,3,0,1,0,0
"AUTOR",7,3.3,"Me",42,9,6,4,0.08,0.5,0.5,0,3,0,0,0,0,4,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",7,3.3,"Me",42,9,6,4,0.08,0.5,0.5,1,2,0,0,0,0,4,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",7,3.3,"Me",42,9,6,4,0.08,0.5,0.5,1,2,0,0,0,0,4,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",7,3.3,"Me",42,9,6,5,0.25,1.5,1.5,0,0,5,0,0,0,6,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",7,3.3,"Me",42,9,6,5,0.25,1.5,1.5,1,0,4,0,0,0,6,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",7,3.3,"Me",42,9,6,5,0.25,1.5,1.5,1,0,4,0,0,0,6,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",7,3.3,"Me",42,9,6,5,0.25,1.5,1.5,1,0,4,0,0,0,6,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",7,3.3,"Me",42,9,6,5,0.25,1.5,1.5,1,0,4,0,0,0,6,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",7,3.3,"Me",42,9,6,5,0.25,1.5,1.5,1,0,4,0,0,0,6,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",7,3.3,"Me",42,9,6,6,0.42,2.5,2.5,0,0,0,0,0,0,1,"M",1,"PROL",4.1,"Sh",10,0,3,0,1,0,6
"AUTOR",42.6,5.5,"VLo",44,9,15,1,0.47,-7,7,0,0,0,0,0,0,1,"V",1,"PROL",1.5,"Sh",5,0,3,0,1,0,2
"AUTOR",42.6,5.5,"VLo",44,9,15,2,0.4,-6,6,0,0,0,0,0,0,1,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
